"Year","Country","Region","Location Name","Latitude","Longitude","Focal Depth (km)","Mag","Ms","MMI Int","Deaths","Death Description","Damage Description","Houses Destroyed Description"
"2007","BRAZIL","160","BRAZIL:  MINAS GERAIS","-15.048","-44.231","10","4.6","","","1","1","2","2"
"2007","NEW ZEALAND","170","NEW ZEALAND:  OFF COAST NORTH ISLAND","-39.011","178.291","20","6.6","6.5","7","1","1","1","1"
"2008","ALGERIA","15","ALGERIA:  ORAN","35.616","-0.57","10","4.6","","","1","1","2",""
"2008","INDONESIA","60","INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI","1.011","97.442","20","6.1","","","1","1","1",""
"2008","CONGO","10","CONGO:  BUKAVU","-2.296","28.9","10","5.9","5.8","","38","1","3","2"
"2008","INDIA","60","INDIA:  WEST BENGAL","23.433","87.111","10","4.3","","","1","1","2",""
"2008","RWANDA","10","RWANDA:  GISENYI","-2.404","28.918","10","4.9","4.9","","1","1","1",""
"2008","CHINA","30","CHINA:  SICHUAN PROVINCE","31.002","103.322","19","7.9","8.1","9","87652","4","4","4"
"2008","COLOMBIA","160","COLOMBIA:  META, QUETAME","4.33","-73.764","9","5.6","","","6","1","1",""
"2008","CHINA","30","CHINA:  SICHUAN PROVINCE","32.57","105.424","10","6","6","","8","1","4","4"
"2008","ALGERIA","15","ALGERIA:  ORAN","35.883","-0.658","4","5.5","5.3","","1","1","2","2"
"2008","GREECE","130","GREECE:  ACHAIA, ILEIA","37.963","21.525","16","6.3","6.3","","2","1","3","4"
"2008","JAPAN","30","JAPAN:  HONSHU:  TOKYO","39.03","140.881","8","6.9","7","","13","1","3",""
"2008","PERU","160","PERU:  AREQUIPA","-15.986","-71.748","123","6.2","","","1","1","1",""
"2008","JAPAN","30","JAPAN:  HONSHU:  N","39.802","141.464","108","6.8","","","1","1","2","2"
"2008","CHINA","30","CHINA:  SICHUAN PROVINCE","32.747","105.542","10","5.6","5.4","","1","1","3","4"
"2008","CHINA","30","CHINA:  SICHUAN PROVINCE","32.756","105.494","6","6","6","","4","1","1",""
"2008","CHINA","30","CHINA:  YUNNAN PROVINCE","25.044","97.684","1","6","5.9","","5","1","3",""
"2008","CHINA","30","CHINA:  SICHUAN PROVINCE","26.272","101.937","17","5.9","5.8","","43","1","4","4"
"2008","INDONESIA","60","INDONESIA:  SUMATRA:  SOUTHERN","-3.935","103.058","25","5.4","","","2","1","2",""
"2008","IRAN","140","IRAN:  HORMOZGAN PROVINCE","26.743","55.828","12","6.1","6","","7","1","3","3"
"2008","INDIA","60","INDIA:  MAHARASHTRA","17.438","73.915","10","5","","","1","1","3",""
"2008","KYRGYZSTAN","40","KYRGYZSTAN: NURA","39.533","73.824","27","6.6","6.9","","74","2","2","2"
"2008","CHINA","40","CHINA:  TIBET (XIZANG PROVINCE)","29.807","90.35","12","6.3","6.2","","9","1","2","3"
"2008","RUSSIA","40","RUSSIA:  CAUCASUS:  CHECHNYA","43.372","46.254","16","5.7","5.5","","13","1","3",""
"2008","PAKISTAN","60","PAKISTAN:  QUETTA","30.639","67.351","15","6.4","6.6","6","215","3","4","4"
"2008","INDONESIA","170","INDONESIA:  MINAHASSA PENINSULA","1.271","122.091","30","7.3","7","","6","1","3",""
"2008","CZECH REPUBLIC","110","CZECH REPUBLIC:  KARVINA","49.914","18.455","","4.1","","","2","1","1",""
"2009","INDONESIA","170","PAPUA NEW GUINEA:  NEAR NORTH COAST","-0.414","132.885","17","7.6","7.5","","5","1","3",""
"2009","COSTA RICA","100","COSTA RICA:  LA PAZ","10.165","-84.197","14","6.1","6","","23","1","3","3"
"2009","ITALY","130","ITALY:  L'AQUILA","42.334","13.334","9","6.3","6.2","","309","3","4","4"
"2009","ITALY","130","ITALY:  L'AQUILA","42.275","13.464","15","5.5","5.4","","1","1","1",""
"2009","AFGHANISTAN","40","AFGHANISTAN:  NANGARHAR","34.185","70.076","6","5.4","","","19","1","2","3"
"2009","HONDURAS","90","HONDURAS:  NORTHERN; BELIZE","16.72","-86.236","10","7.3","7.2","","7","1","2","3"
"2009","KAZAKHSTAN","40","KAZAKHSTAN:  TEKELI","44.724","78.864","15","5.4","5.1","","1","1","1",""
"2009","CHINA","30","CHINA:  CHONGQING PROVINCE:  RONGCHANG","29.358","105.438","10","3.4","","","2","1","2","3"
"2009","JAPAN","30","JAPAN:  HONSHU:  S COAST","34.743","138.264","40","6.4","","","1","1","3",""
"2009","INDONESIA","60","INDONESIA:  JAVA","-7.782","107.297","46","7","7","","81","2","3",""
"2009","BHUTAN","60","BHUTAN:  TASHIGANG","27.332","91.437","14","6.1","6.1","","11","1","3","3"
"2009","INDONESIA","60","INDONESIA:  SUMATRA:  PADANG","-0.72","99.867","81","7.5","","","1117","4","4","3"
"2009","INDONESIA","60","INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI","-2.515","101.501","10","6.6","6.7","","3","1","3","3"
"2009","AFGHANISTAN","40","AFGHANISTAN:  HINDU KUSH","36.517","70.95","18","6.1","","","5","1","1",""
"2009","INDONESIA","60","INDONESIA:  SUMABAWA:  BIMA","-8.207","118.631","18","6.6","6.5","","2","1","2",""
"2009","MALAWI","10","MALAWI:  KARONGA","-9.948","33.878","8","5.9","5.9","","1","1","3",""
"2009","MALAWI","10","MALAWI:  KARONGA","-10.108","33.818","6","6","6","","3","1","3","4"
"2010","HAITI","90","HAITI:  PORT-AU-PRINCE","18.457","-72.533","13","7","7.3","","316000","4","4","4"
"2010","CHINA","30","CHINA:  SICHUAN PROVINCE: MOXI","30.268","105.668","10","4.7","4.7","","1","1","2","3"
"2010","CHILE","160","CHILE:  MAULE, CONCEPCION, TALCAHUANO","-36.122","-72.898","23","8.8","8.5","9","402","3","4",""
"2010","TURKEY","140","TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI","38.864","39.986","12","6.1","6","","51","2","2","3"
"2010","MEXICO","150","MEXICO:  BAJA CALIFORNIA","32.297","-115.278","4","7.2","7.3","","2","1","4",""
"2010","CHINA","30","CHINA:  QINGHAI PROVINCE:  YUSHU","33.165","96.548","17","6.9","7","","2220","4","4","4"
"2010","AFGHANISTAN","40","AFGHANISTAN:  SAMANGAN PROVINCE","35.633","67.658","13","5.6","5.4","","11","1","4","4"
"2010","INDONESIA","170","INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN","-2.174","136.543","18","7","7.1","6","17","1","3","4"
"2010","IRAN","140","IRAN:  FARSINAJ","27.022","53.861","10","5.8","","","1","1","2",""
"2010","IRAN","140","IRAN:  DAMGHAN-TORUD","35.49","54.47","7","5.7","5.5","","3","1","3","3"
"2010","IRAN","140","IRAN:  SHIRAZ","29.647","51.665","27","5.8","5.6","","1","1","1","1"
"2010","PAKISTAN","60","PAKISTAN:  KHANPUR, HARIPUR","33.869","72.887","33","5.2","","","1","1","2",""
"2010","SERBIA","130","BALKANS NW: SERBIA:  KRALJEVO","43.76","20.673","1","5.5","5.2","6","2","1","3","3"
"2010","IRAN","140","IRAN:  KERMAN","28.412","59.18","12","6.5","6.7","","7","1","3","3"
"2011","PAKISTAN","60","PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN","28.777","63.951","68","7.2","","","3","1","2","3"
"2011","MYANMAR (BURMA)","60","MYANMAR (BURMA):  MONYWA","24.618","94.68","85","6.3","","","1","1","1","2"
"2011","NEW ZEALAND","170","NEW ZEALAND:  CHRISTCHURCH, LYTTELTON","-43.583","172.68","6","6.1","6.3","","185","3","4","4"
"2011","CHINA","30","CHINA:  YUNNAN PROVINCE:  PINGYUAN","24.719","97.969","26","5.5","5.3","","25","1","3","4"
"2011","JAPAN","30","JAPAN:  HONSHU","38.297","142.372","30","9.1","8.3","","1475","4","4","4"
"2011","MYANMAR (BURMA)","60","MYANMAR:  TACHILEK","20.687","99.822","8","6.8","7.1","","75","2","2",""
"2011","JAPAN","30","JAPAN: NEAR E COAST HONSHU","38.276","141.588","42","7.1","7","","3","1","1",""
"2011","JAPAN","30","JAPAN:  HONSHU","37.001","140.401","11","6.6","6.5","","7","1","1","1"
"2011","SPAIN","130","SPAIN:  LORCA","37.699","-1.672","1","5.1","","","10","1","1","1"
"2011","TURKEY","140","TURKEY:  SIMAV","39.12","29.04","7","4.3","","","2","1","1",""
"2011","NEW ZEALAND","170","NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY","-43.564","172.743","6","6","6","","1","1","4","2"
"2011","UZBEKISTAN","40","UZBEKISTAN:  FARGONA, VIOLYATI","40.081","71.41","20","6.1","6.2","","14","1","1","2"
"2011","INDONESIA","60","INDONESIA:  SUMATRA","2.965","97.893","91","6.7","","","10","1","1",""
"2011","INDIA","60","INDIA:  SIKKIM","27.73","88.155","50","6.9","6.7","","111","3","3","4"
"2011","GUATEMALA","100","GUATEMALA:  CUILAPA SANTA ROSA","14.186","-90.238","9","5.6","5.3","","1","1","1",""
"2011","TURKEY","140","TURKEY:  ERCIS, VAN","38.722","43.513","16","7.1","7.3","","604","3","4","4"
"2011","PERU","160","PERU:  SAN VICENTE DE CANETE","-14.438","-75.966","24","6.9","6.9","","1","1","2","3"
"2011","TURKEY","140","TURKEY:  VAN","38.429","43.229","5","5.7","5.6","","40","1","1","1"
"2011","MEXICO","150","MEXICO:  GUERRERO","17.844","-99.963","54","6.4","","","2","1","2",""
"2012","PHILIPPINES","170","PHILIPPINES:  NEGROS ORIENTAL PROVINCE","9.999","123.206","11","6.7","6.6","","51","2","3","4"
"2012","MEXICO","150","MEXICO:  GUERRERO, OAXACA","16.493","-98.231","20","7.4","7.6","8","2","1","3","3"
"2012","CHILE","160","CHILE:  PARRAL, SANTIAGO","-35.2","-72.217","41","7.2","7","","1","1","1",""
"2012","INDONESIA","60","INDONESIA:  N SUMATRA:  OFF WEST COAST","2.327","93.063","20","8.6","8.5","","10","1","1",""
"2012","CHILE","160","CHILE:  VALPARAISO","-32.625","-71.365","29","6.7","6.2","","2","1","1",""
"2012","TAJIKISTAN","40","TAJIKISTAN","38.612","70.354","10","5.7","5.7","","1","1","2","3"
"2012","ITALY","130","ITALY:  EMILIA ROMAGNA:  MIRANDOLA","44.89","11.23","6","6.1","6","","7","1","4",""
"2012","ITALY","130","ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO","44.851","11.086","10","5.9","5.8","","17","1","4",""
"2012","AFGHANISTAN","40","AFGHANISTAN:  HINDU KUSH","36.023","69.351","16","5.8","5.6","","75","2","2","3"
"2012","CHINA","30","CHINA:  YUNNAN AND SICHUAN PROVINCES","27.767","100.781","10","5.5","5.3","","4","1","4","4"
"2012","CHINA","30","CHINA:  JIANGSU PROVINCE","32.978","119.593","10","4.9","","","1","1","1",""
"2012","INDONESIA","60","INDONESIA: BANDA ACEH","2.707","96.045","22","6.5","6.5","","1","1","1",""
"2012","IRAN","140","IRAN:  AHAR, HARIS, VARZAGAN","38.329","46.826","11","6.5","6.7","","306","3","4","4"
"2012","INDONESIA","170","INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG","-1.315","120.096","10","6.3","6.1","","6","1","4","3"
"2012","PHILIPPINES","170","PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN","10.811","126.638","28","7.6","7.6","","1","1","1","1"
"2012","COSTA RICA","100","COSTA RICA:  NICOYA","10.085","-85.315","35","7.6","7.7","","2","1","1","2"
"2012","CHINA","30","CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG","27.575","103.983","10","5.6","5.4","","81","2","4","4"
"2012","GUATEMALA","100","GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU","13.988","-91.895","24","7.3","7.4","","48","2","3","4"
"2012","MYANMAR (BURMA)","60","MYANMAR (BURMA):  SHWEBO","23.005","95.885","14","6.8","6.7","","26","1","2","3"
"2012","IRAN","140","IRAN:  KHORASAN PROVINCE","33.506","59.571","14","5.7","5.6","","8","1","1",""
"2013","INDONESIA","60","INDONESIA:  SUMATERA:  N","4.927","95.907","12","6.1","6","","1","1","1",""
"2013","TAIWAN","30","TAIWAN:  NANTOU COUNTY, TAIPEI","23.828","121.215","19","6","5.8","","1","1","2",""
"2013","IRAN","140","IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA","28.428","51.593","12","6.3","6.3","","37","1","2","3"
"2013","IRAN","140","IRAN; PAKISTAN:  MASHKAL","28.033","61.996","80","7.7","","","40","1","3",""
"2013","USA","150","TEXAS:  WEST","31.817","-97.088","0","2.1","","","14","1","4","1"
"2013","CHINA","30","CHINA:  SICHUAN PROVINCE:  LONGMEN","30.308","102.888","14","6.6","6.7","","196","3","3","3"
"2013","AFGHANISTAN","40","AFGHANISTAN:  KAMA","34.526","70.22","64","5.5","5.6","","18","1","2",""
"2013","INDIA","60","INDIA:  KASHMIR:  DODA, KISHTWAR, RAMBAN","33.061","75.863","15","5.7","5.6","","3","1","3","4"
"2013","IRAN","140","IRAN:  HORMOZGAN: BASHAGARD","26.56","57.77","15","6.1","6.5","","2","1","2",""
"2013","TAIWAN","30","TAIWAN:  JENAI","23.789","121.141","17","6.3","6.2","","4","1","1",""
"2013","INDONESIA","60","INDONESIA:  BANDA ACEH","4.645","96.665","13","6.1","6.2","","42","1","3","4"
"2013","CHINA","30","CHINA:   GANSU:  DINGXI, MIN","34.512","104.262","8","6","6.2","","94","2","4","4"
"2013","CHINA","30","CHINA:  YUNNAN PROVINCE:  BENZILAN","28.243","99.35","8","5.8","","","5","1","3","3"
"2013","GUATEMALA","100","GUATEMALA:  COATEPEQUE, QUETZALTENANGO","14.606","-92.121","66","6.4","","7","1","1","1","1"
"2013","PAKISTAN","60","PAKISTAN:  AWARAN, KECH","26.951","65.501","15","7.7","","4","825","3","4","4"
"2013","PHILIPPINES","170","PHILIPPINES:  BOHOL, CEBU, SIQUIJOR IS","9.88","124.117","19","7.1","","7","222","3","4","4"
"2013","INDONESIA","60","INDONESIA:  BANDA ACEH","5.103","95.971","10","5.5","","5","1","1","1",""
"2013","IRAN","140","IRAN:  BORAZJAN","29.275","51.313","4","5.7","","4","8","1","2","3"
"2014","IRAN","140","IRAN:  BASTAK","27.15","54.448","8","5.3","","","1","1","1",""
"2014","CHILE","160","CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO","-19.61","-70.769","25","8.2","","8","7","1","4",""
"2014","NICARAGUA","100","NICARAGUA:  NAGAROTE, MANAGUA","12.403","-86.378","13","6.1","","","2","1","2","3"
"2014","PAPUA NEW GUINEA","170","PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND","-6.586","155.049","61","7.1","","","1","1","1","2"
"2014","THAILAND","60","THAILAND:  CHIANG RAI","19.656","99.67","6","6.1","","5","1","1","4","1"
"2014","PAKISTAN","60","PAKISTAN:  NAWABSHAH","26.387","68.358","15","4.5","","","2","1","1","2"
"2014","GREECE","130","GREECE, TURKEY","40.24","25.33","23","6.9","","6","3","1","4",""
"2014","MEXICO","150","MEXICO; GUATEMALA:  SAN MARCOS","14.728","-92.578","67","6.9","","5","3","1","1","1"
"2014","MEXICO","150","MEXICO:  OAXACA","17.682","-95.653","107","6.3","","5","1","1","2",""
"2014","CHINA","30","CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG","27.189","103.409","12","6.2","","","615","3","3","4"
"2014","SOUTH AFRICA","10","SOUTH AFRICA:  ORKNEY","-26.99","26.705","5","5.5","","6","1","1","2","1"
"2014","ECUADOR","160","ECUADOR:  QUITO","-0.018","-78.322","12","5.1","","5","2","1","1",""
"2014","USA","150","CALIFORNIA:  NAPA, VALLEJO","38.216","-122.312","11","6.1","","8","1","1","4","3"
"2014","PERU","160","PERU:  PARURO PROVINCE","-13.843","-71.695","10","5.1","","7","8","1","1","3"
"2014","CHINA","30","CHINA:   YUNNAN PROVINCE:  YONGPING","23.383","100.47","9","6.1","","","1","1","1","1"
"2014","EL SALVADOR","100","EL SALVADOR:  GULF OF FONSECA","12.526","-88.123","40","7.3","","7","1","1","1","1"
"2014","CHINA","30","CHINA:  SICHUAN PROVINCE:  GARZE","30.34","101.737","9","5.9","","3","5","1","3","1"
"2014","CHINA","30","CHINA:  YUNNAN PROVINCE:  YONGPING","23.358","100.533","10","5.6","","","1","1","2","3"
"2015","CHINA","30","CHINA:  ANHUI PROVINCE:  FUYANG","33.15","115.8","10","4.6","","","2","1","2","3"
"2015","TAIWAN","30","TAIWAN:  TAIPEI","24.203","122.316","29","6.4","","4","1","1","1",""
"2015","NEPAL","60","NEPAL:   KATHMANDU; INDIA; CHINA; BANGLADESH","28.231","84.731","8","7.8","","8","8200","4","4","4"
"2015","NEPAL","60","NEPAL:   DOLAKHA","27.809","86.066","15","7.3","","7","117","3","2","2"
"2015","MALAYSIA","170","MALAYSIA:  SABAH:  LAHAD,DATU,KANAK","5.987","116.541","10","6","","6","18","1","1",""
"2015","CHINA","40","CHINA:  S. XINJIANG:  HOTAN","37.6","78.2","10","6.4","","","3","1","3","4"
"2015","PAKISTAN","60","PAKISTAN:  ABBOTTABAD","33.856","73.193","17","5.1","","5","3","1","1","1"
"2015","INDONESIA","170","INDONESIA:  PAPUA","-2.629","138.528","48","7","","5","1","1","1","1"
"2015","CHILE","160","CHILE:  CENTRAL","-31.573","-71.674","22","8.3","","9","7","1","4","4"
"2015","ARGENTINA","160","ARGENTINA:  GALPON","-25.442","-64.632","33","5.8","","7","2","1","1","1"
"2015","AFGHANISTAN","40","AFGHANISTAN: HINDU KUSH","36.524","70.368","231","7.5","","7","399","3","4","4"
"2015","VENEZUELA","160","VENEZUELA:  MERIDA","8.477","-71.365","14","5.3","","","1","1","1","1"
"2015","GREECE","130","GREECE:  LEFKADA, KEFALONIA, ITHACA","38.67","20.6","11","6.5","","","2","1","2","1"
"2015","VENEZUELA","160","VENEZUELA:  MERIDA","8.48","-71.42","5","5.1","","4","1","1","1",""
"2015","TAJIKISTAN","40","TAJIKISTAN","38.211","72.78","22","7.2","","3","2","1","2","3"
"2015","AFGHANISTAN","40","AFGHANISTAN; PAKISTAN","36.494","71.126","206","6.3","","5","4","1","1","1"
"2016","INDIA","60","INDIA:  IMPAHL","24.804","93.651","55","6.7","","7","13","1","4",""
"2016","INDONESIA","170","INDONESIA: MALUKU:  BURU, AMBALAU ISLAND","-3.873","127.229","4","5.6","","3","1","1","1",""
"2016","MOROCCO","15","MOROCCO:  MELILLA","35.649","-3.682","12","6.3","","6","1","1","1","1"
"2016","TAIWAN","30","TAIWAN:  TAINAN","22.97","120.46","10","6.4","","7","117","3","4","1"
"2016","AFGHANISTAN","40","AFGHANISTAN:  KHYBER PAKHTUNKHWA","36.473","71.131","212","6.6","","5","6","1","1",""
"2016","MYANMAR (BURMA)","60","INDIA: ASSAM; BANGLADESH","23.094","94.865","136","6.9","","5","2","1","2",""
"2016","JAPAN","30","JAPAN:  KUMAMOTO, OITA","32.791","130.754","10","7","","8","50","1","4","4"
"2016","ECUADOR","160","ECUADOR:  NEAR WEST COAST: MANABI, ESMERALDAS","0.35","-80.16","17","7.8","","8","663","3","4","4"
"2016","ECUADOR","160","ECUADOR:  MANABI PROVINCE","0.495","-79.616","30","6.9","","4","1","1","1","1"
"2016","INDONESIA","60","INDONESIA:  SUMATRA:  PESISIR SELATAN","-2.097","100.665","50","6.6","","5","1","1","2",""
"2016","PERU","160","PERU:  AREQUIPA","-15.64","-71.68","8","5.5","","6","9","1","2","3"
"2016","ITALY","130","ITALY:  ACCUMOLI, ARQUATA, AMATRICE","42.704","13.238","4","6.2","","9","299","3","4","3"
"2016","MYANMAR (BURMA)","60","MYANMAR (BURMA): CHAUK","20.923","94.569","82","6.8","","5","4","1","3",""
"2016","TANZANIA","10","TANZANIA:  LAKE VICTORIA;  UGANDA: RAKAI","-1.036","31.618","40","5.9","","","23","1","4","4"
"2016","SOUTH KOREA","30","SOUTH KOREA:  GYEONGJU","35.781","129.216","13","5.4","","6","1","1","3",""
"2016","RWANDA","10","RWANDA:  RISUZI; CONGO:  UKAVU","-2.65","29.06","10","4.8","","","8","1","1","1"
"2016","NICARAGUA","100","NICARAGUA:  LEON","12.442","-86.515","8","5.5","","4","1","1","2","1"
"2016","PAKISTAN","60","PAKISTAN:  MANSEHRA, NARAN","34.905","73.682","10","5.4","","2","1","1","1","2"
"2016","ITALY","130","ITALY:  VISSO, USSITA","42.956","13.067","10","6.1","","7","1","1","4",""
"2016","ITALY","130","ITALY: NORCIA","42.84","13.11","9","6.6","","7","2","1","4","1"
"2016","NEW ZEALAND","170","NEW ZEALAND:  AMBERLEY","-42.737","173.054","15","7.8","","8","2","1","2",""
"2016","CHINA","40","CHINA:  XINJIANG PROVINCE:  KASHGAR","39.273","73.978","17","6.6","","7","1","1","3","2"
"2016","NEPAL","40","NEPAL:   MOUNT AMA DABLAM, CHARIKHARKA","27.802","86.532","10","5.4","","4","1","1","1","1"
"2016","POLAND","120","POLAND:  RUDNA","51.613","16.157","5","4.2","","","8","1","1",""
"2016","PERU","160","PERU:  PUNO, LAMPA","-15.44","-70.93","10","6.2","","6","1","1","1","1"
"2016","INDONESIA","60","INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA","5.283","96.168","13","6.5","","8","104","3","4","3"
"2016","CHINA","40","CHINA:  N. XINJIANG:  URUMQI","43.823","86.345","18","6","","3","1","1","4",""
"2016","SOLOMON ISLANDS","170","SOLOMON ISLANDS","-10.681","161.327","40","7.8","","8","1","1","1","3"
"2016","ECUADOR","160","ECUADOR:  ESMERALDAS","0.93","-79.84","6","5.4","","6","3","1","2","1"
"2017","INDIA","60","INDIA:  AMBASA;  BANGLADESH","24.015","92.018","32","5.7","","","3","1","1",""
"2017","IRAN","140","IRAN:  KHONJ","28.2","53.107","10","5","","","4","1","1",""
"2017","MADAGASCAR","60","MADAGASCAR: ANTSIRABE","-20.16","46.647","7","5.5","","","2","1","1",""
"2017","ITALY","130","ITALY:  FARINDOLA","42.529","13.282","9","5.7","","","34","1","3","1"
"2017","PAPUA NEW GUINEA","170","PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND","-6.246","155.172","135","7.9","","9","3","1","1","3"
"2017","PHILIPPINES","170","PHILIPPINES: SURIGAO DEL NORTE","9.907","125.452","15","6.5","","8","8","1","4","3"
"2017","PHILIPPINES","170","PHILIPPINES: SURIGAO DEL NORTE","9.831","125.496","11","5.7","","","1","1","1","1"
"2017","MYANMAR (BURMA)","60","MYANMAR (BURMA):  THARRAWADDY","17.399","96","10","5.1","","","2","1","1","1"
"2017","IRAN","140","IRAN:  SEFID SANG","35.776","60.436","13","6.1","","","2","1","1",""
"2017","EL SALVADOR","100","EL SALVADOR: SAN SALVADOR,SOYAPANGO","13.766","-89.155","10","4.8","","","1","1","1",""
"2017","CHINA","40","CHINA: XINJIANG: QUZGUN, TAXKORGAN TAJIK","37.643","75.31","8","5.4","","","8","1","4","4"
"2017","IRAN","140","IRAN: KHORASAN","37.769","57.206","8","5.6","","","3","1","2","1"
"2017","GREECE","130","GREECE: LESBOS","38.93","26.365","12","6.3","","","1","1","2","1"
"2017","GUATEMALA","100","GUATEMALA: QUETZALTENANGO, SUCHITEPEQUEZ; MEXICO","14.909","-92.009","93","6.9","","8","5","1","3","1"
"2017","PHILIPPINES","170","PHILIPPINES: LEYTE","11.127","124.629","11","6.5","","9","4","1","3","3"
"2017","TURKEY","140","TURKEY: BODRUM, DATCA; GREECE: KOS","36.929","27.414","7","6.6","","7","2","1","2","1"
"2017","CHINA","30","CHINA:  SICHUAN PROVINCE:  ABA","33.193","103.855","9","6.5","","5","29","1","4","2"
"2017","PERU","160","PERU:  JUNIN","-10.721","-74.566","32","5.8","","","1","1","1",""
"2017","ITALY","130","ITALY:  ISCHIA ISLAND","40.783","13.939","3","4.2","","","2","1","2","2"
"2017","PHILIPPINES","170","PHILIPPINES: LEYTE: ORMOC","10.954","124.707","17","5","","","2","1","2",""
"2017","MEXICO","150","MEXICO: OAXACA, CHIAPAS, TABASCO; GUATEMALA","14.761","-94.103","46","8.2","","9","98","2","4","4"
"2017","MEXICO","150","MEXICO: MEXICO CITY, MORELOS, PUEBLA","18.339","-98.68","39","7.1","","9","369","3","4","3"
"2017","MEXICO","150","MEXICO:  OAXACA","16.626","-95.078","10","6.1","","","5","1","1","1"
"2017","INDONESIA","170","INDONESIA:  MALUKU:  AMBON","-3.745","127.752","6","6.1","","5","1","1","1",""
"2017","IRAN","140","IRAN: KERMANSHAH; IRAQ: KURDISTAN","34.911","45.959","19","7.3","","8","630","3","4","4"
"2017","INDONESIA","170","INDONESIA: NORTH MALUKU: MOROTAI","2.465","128.148","8","5.8","","","1","1","2",""
"2017","INDONESIA","60","INDONESIA:  JAVA","-7.492","108.174","90","6.5","","7","4","1","2",""
"2018","PERU","160","PERU: YAUCA","-15.982","-74.512","38","7.1","","9","2","1","3","3"
"2018","INDONESIA","60","INDONESIA:  JAVA:  BANTEN","-7.092","105.963","48","5.9","","6","1","1","2",""
"2018","TAIWAN","30","TAIWAN:  HUALIEN","24.134","121.659","17","6.4","","","17","1","2","1"
"2018","MEXICO","150","MEXICO:  OAXACA","16.386","-97.979","22","7.2","","","14","1","2",""
